Datetime,Open,High,Low,Close,Adj Close,Volume,price,rsi,K,D,Pivot_high,gradient_high,Pivot_low,gradient_low,Pivot_high_rsi,gradient_high_rsi,Pivot_low_rsi,gradient_low_rsi
2024-05-14 11:50:00+05:30,2825.0,2825.35009765625,2823.800048828125,2824.0,2824.0,14551,2823.949951171875,48.09465967963874,62.69928877445351,63.459424701843766,2831.0,0.0353356890459364,2821.550048828125,0.10821532120365443,58.88972127069603,5.870626669510985,47.01191234302579,-2.1515294329005252
2024-05-14 11:55:00+05:30,2823.949951171875,2825.85009765625,2821.550048828125,2825.0,2825.0,56878,2826.39990234375,49.96341741761326,56.978771771209146,62.114425488447715,2831.0,0.0353356890459364,2820.050048828125,-0.05316226804564375,58.88972127069603,5.870626669510985,42.17891258750222,-10.280372600585238
2024-05-14 12:00:00+05:30,2826.39990234375,2831.0,2824.949951171875,2830.60009765625,2830.60009765625,94023,2831.0,58.88972127069603,69.08798254815594,62.922014364606206,2831.0,0.0353356890459364,2820.050048828125,-0.05316226804564375,58.88972127069603,5.870626669510985,42.17891258750222,-10.280372600585238
2024-05-14 12:05:00+05:30,2831.0,2831.0,2825.85009765625,2829.199951171875,2829.199951171875,26395,2829.199951171875,56.190672021478605,78.43720645068014,68.16798692334841,2831.0,0.0353356890459364,2820.050048828125,-0.05316226804564375,58.88972127069603,5.870626669510985,42.17891258750222,-10.280372600585238
2024-05-14 12:10:00+05:30,2829.199951171875,2829.199951171875,2826.75,2827.0,2827.0,14310,2826.949951171875,52.146576865149186,70.97592341767718,72.83370413883775,2831.0,0.0353356890459364,2820.050048828125,-0.05316226804564375,58.88972127069603,5.870626669510985,42.17891258750222,-10.280372600585238
2024-05-14 12:15:00+05:30,2826.949951171875,2827.14990234375,2822.39990234375,2823.89990234375,2823.89990234375,20727,2823.89990234375,47.01191234302579,37.642590084343844,62.35190665090039,2831.0,0.0353356890459364,2820.050048828125,-0.05316226804564375,58.88972127069603,5.870626669510985,42.17891258750222,-10.280372600585238
2024-05-14 12:20:00+05:30,2823.89990234375,2824.300048828125,2820.050048828125,2820.550048828125,2820.550048828125,27240,2820.5,42.17891258750222,12.605783487593655,40.40809899653823,2831.0,0.0353356890459364,2820.050048828125,-0.05316226804564375,58.88972127069603,5.870626669510985,42.17891258750222,-10.280372600585238
2024-05-14 12:25:00+05:30,2820.5,2824.199951171875,2820.5,2822.550048828125,2822.550048828125,24032,2822.550048828125,45.76388866293843,7.151012544038133,19.133128705325216,2835.0,0.14129282938890853,2820.050048828125,-0.05316226804564375,64.22759355007705,9.064183297531047,42.17891258750222,-10.280372600585238
2024-05-14 12:30:00+05:30,2822.550048828125,2823.800048828125,2821.0,2822.699951171875,2822.699951171875,12072,2822.5,46.03396320153176,14.84074734804874,11.532514459893514,2837.89990234375,0.10228932429453262,2820.050048828125,-0.05316226804564375,64.22759355007705,9.064183297531047,42.17891258750222,-10.280372600585238
2024-05-14 12:35:00+05:30,2822.5,2825.449951171875,2821.14990234375,2825.449951171875,2825.449951171875,22555,2826.0,50.867579915524516,32.172179342640675,18.054646411575856,2838.949951171875,0.037000911387247704,2820.050048828125,-0.05316226804564375,66.35649964265076,3.3146284562473083,42.17891258750222,-10.280372600585238
