Datetime,Open,High,Low,Close,Adj Close,Volume,price,EMA50,rsi,K,D,atr,pivot_index_high_prev,pivot_index_high_next,Pivot_high,gradient_high,pivot_index_high_rsi_prev,pivot_index_high_rsi_next,Pivot_high_rsi,gradient_high_rsi,pivot_index_low_prev,pivot_index_low_next,Pivot_low,gradient_low,pivot_index_low_rsi_prev,pivot_index_low_rsi_next,Pivot_low_rsi,gradient_low_rsi,regular_bullish_divergence,hidden_bullish_divergence,regular_bearish_divergence,hidden_bearish_divergence
20240305130000,181.1199951171875,181.3699951171875,180.10549926757812,180.64990234375,180.64990234375,3521356,180.63999938964844,191.73410343924365,27.911881880845446,75.91776290301323,55.607683023308915,2.0520735596412667,10,19,,-0.04333699943383424,9,23,,0.02311514699178585,14,25,,-0.021794279531173574,14,24,,0.544611128922808,1,0,0,1
20240305133000,180.63999938964844,181.89990234375,180.5,181.05999755859375,181.05999755859375,4306462,181.0399932861328,191.31551105176717,29.67962300671589,77.57519142006068,70.60591284792123,1.9868564380521399,19,19,181.89990234375,0.0,9,23,,0.02311514699178585,14,25,,-0.021794279531173574,14,24,,0.544611128922808,1,0,0,0
20240305140000,181.0399932861328,181.7100067138672,180.57000732421875,180.89950561523438,180.89950561523438,3428238,180.89999389648438,190.90704025033452,29.37602340296401,78.9447829834974,77.4792457688571,1.9021707332117697,19,32,,-0.010169875124486284,9,23,,0.02311514699178585,14,25,,-0.021794279531173574,14,24,,0.544611128922808,1,0,0,1
20240305143000,180.89999389648438,180.93460083007812,179.27000427246094,179.3800048828125,179.3800048828125,3590609,179.38999938964844,190.4549996476866,26.601540986101273,76.23856833107521,77.58618091154443,1.8784133156523115,19,32,,-0.010169875124486284,9,23,,0.02311514699178585,14,25,,-0.021794279531173574,14,24,,0.544611128922808,1,0,0,1
20240305150000,179.38999938964844,180.3300018310547,179.2801971435547,180.27999877929688,180.27999877929688,4224632,180.27000427246094,190.05598000578897,30.772092680749058,78.49481893811489,77.8927234175625,1.79555245283708,19,32,,-0.010169875124486284,9,23,,0.02311514699178585,14,25,,-0.021794279531173574,14,24,,0.544611128922808,1,0,0,1
20240305153000,180.27000427246094,181.08999633789062,179.8800048828125,180.8000030517578,180.8000030517578,37490918,179.62570190429688,189.69300051739557,33.136107808163835,84.7142784335454,79.8158885675785,1.7369963530611845,19,32,,-0.010169875124486284,23,23,33.136107808163835,0.0,14,25,,-0.021794279531173574,14,24,,0.544611128922808,1,0,0,0
20240306093000,179.62570190429688,180.9600067138672,175.75999450683594,176.27000427246094,176.27000427246094,21243930,176.27999877929688,189.1666085077903,25.096174733390097,80.79519067828404,81.33476268331476,2.083297938458191,19,32,,-0.010169875124486284,23,31,,0.2610607239901194,14,25,,-0.021794279531173574,24,24,25.096174733390097,0.0,1,0,0,1
20240306100000,176.27999877929688,176.63999938964844,173.6999969482422,176.39500427246094,176.39500427246094,15463600,176.3800048828125,188.66576128287542,25.632380438989756,69.32108824777393,78.27685245320112,2.168968388752997,19,32,,-0.010169875124486284,23,31,,0.2610607239901194,25,25,173.6999969482422,0.0,24,36,,0.3655884359972353,1,0,0,1
20240306103000,176.3800048828125,178.13999938964844,176.27999877929688,176.947998046875,176.947998046875,9188106,176.94500732421875,188.20624115597346,28.08506358526937,59.35171581265314,69.82266491290369,2.1380716109128537,19,32,,-0.010169875124486284,23,31,,0.2610607239901194,25,37,,0.0,24,36,,0.3655884359972353,1,0,0,1
20240306110000,176.94500732421875,177.4398956298828,176.39999389648438,176.6199951171875,176.6199951171875,1966284,176.6125946044922,187.75187856621716,27.505606919907542,64.1072724390798,64.2600254998356,2.028254623161412,19,32,,-0.010169875124486284,23,31,,0.2610607239901194,25,37,,0.0,24,36,,0.3655884359972353,1,0,0,1
20240306113000,176.6125946044922,178.08999633789062,176.05999755859375,177.8300018310547,177.8300018310547,4161049,177.83999633789062,187.36278536091666,32.99760782928186,78.58163094675135,67.34687306616142,2.0284290387749584,19,32,,-0.010169875124486284,23,31,,0.2610607239901194,25,37,,0.0,24,36,,0.3655884359972353,0,0,0,1
20240306120000,177.83999633789062,178.99000549316406,177.40040588378906,178.66000366210938,178.66000366210938,3924150,178.6699981689453,187.0214998041007,36.548550676960936,88.55100338187214,77.07996892256774,1.9845460958349626,19,32,,-0.010169875124486284,23,31,,0.2610607239901194,25,37,,0.0,24,36,,0.3655884359972353,0,0,0,1
20240306123000,178.6699981689453,179.02999877929688,178.07000732421875,178.7301025390625,178.7301025390625,3086108,178.75779724121094,186.69634697017764,36.85293566687411,99.66406394405803,88.9322327575605,1.8820906317592787,19,32,,-0.010169875124486284,23,31,,0.2610607239901194,25,37,,0.0,24,36,,0.3655884359972353,0,0,0,1
20240306130000,178.75779724121094,179.99000549316406,178.69000244140625,179.88009643554688,179.88009643554688,3423728,179.89999389648438,186.4290430276431,41.786644102777736,100.0,96.07168910864338,1.823881873759132,19,32,,-0.010169875124486284,31,31,41.786644102777736,0.0,25,37,,0.0,24,36,,0.3655884359972353,0,0,0,0
20240306133000,179.89999389648438,180.0500030517578,177.5500946044922,177.77000427246094,177.77000427246094,5205035,177.72999572753906,186.08947288038107,36.19812250796206,88.83889667583644,96.16765353996482,1.8914845311097814,32,32,180.0500030517578,0.0,31,50,,0.2907203873744733,25,37,,0.0,24,36,,0.3655884359972353,0,0,0,0
20240306140000,177.72999572753906,177.75,176.30999755859375,177.0749969482422,177.0749969482422,4568147,177.08999633789062,185.7359640202972,34.55870510567078,74.40363457676912,87.74751041753518,1.8483367493855218,32,50,,0.014884713303841765,31,50,,0.2907203873744733,25,37,,0.0,24,36,,0.3655884359972353,0,0,0,0
20240306143000,177.08999633789062,178.11709594726562,176.45559692382812,177.74000549316406,177.74000549316406,3895099,177.72000122070312,185.42239701923313,37.47659336064569,65.79582643839684,76.34611923033412,1.8296529767907195,32,50,,0.014884713303841765,31,50,,0.2907203873744733,25,37,,0.0,24,36,,0.3655884359972353,0,0,0,0
20240306150000,177.72000122070312,178.01600646972656,176.94540405273438,177.22000122070312,177.22000122070312,3460475,177.22999572753906,185.10073443889863,36.12036364659898,65.64053050344909,68.613330506205,1.7537479208108664,32,50,,0.014884713303841765,31,50,,0.2907203873744733,25,37,,0.0,24,36,,0.3655884359972353,0,0,0,0
20240306153000,177.22999572753906,177.24000549316406,176.19000244140625,176.5,176.5,33837205,174.35000610351562,184.76345073541242,34.271046003683516,65.06603277539264,65.50079657241285,1.683373433905561,32,50,,0.014884713303841765,31,50,,0.2907203873744733,25,37,,0.0,36,36,34.271046003683516,0.0,0,0,0,0
20240307093000,174.35000610351562,179.77999877929688,173.6999969482422,177.86500549316406,177.86500549316406,22734966,177.77999877929688,184.49292347101053,40.49152813310125,71.08730297003702,67.26462208295958,2.1230362736204738,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,37,173.6999969482422,0.0,36,53,,0.08277352137057706,0,0,0,0
20240307100000,177.77999877929688,177.77999877929688,175.5,175.9199981689453,175.9199981689453,10823393,175.9250030517578,184.15673032190992,35.35685834105217,69.1362332489335,68.42985633145437,2.1472331955748327,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307103000,175.9250030517578,178.80999755859375,175.25,178.3300018310547,178.3300018310547,10225897,178.6300048828125,183.9282311654058,44.71218440428007,84.14599307605725,74.78984309834259,2.2885096318767246,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307110000,178.6300048828125,179.1999969482422,177.25999450683594,177.37989807128906,177.37989807128906,7083647,177.3800048828125,183.67143378916595,42.12395014589653,81.71849058334111,78.33357230277728,2.2536589128296773,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307113000,177.3800048828125,177.50999450683594,176.6199951171875,176.97999572753906,176.97999572753906,5872016,176.97000122070312,183.40902445341587,41.04692482021468,84.55661807718941,83.47370057886258,2.1172929605115534,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307120000,176.97000122070312,177.1999969482422,176.0,176.889892578125,176.889892578125,5655779,176.8699951171875,183.1533722230123,40.79384230411864,72.0473113016704,79.44080665406698,2.0255633592846167,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307123000,176.8699951171875,177.7899932861328,176.86000061035156,177.32000732421875,177.32000732421875,3917654,177.32989501953125,182.92461281521648,42.6128121732395,70.35910609371028,75.65434515752337,1.91600629093428,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307130000,177.32989501953125,179.11000061035156,177.25999450683594,179.0,179.0,5023719,179.01499938964844,182.77070643030603,49.18028912045831,80.78844758007682,74.3982883251525,1.9094062721924145,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307133000,179.01499938964844,179.75999450683594,178.44000244140625,178.68760681152344,178.68760681152344,6579786,178.69749450683594,182.61058487662828,48.07846305899776,90.83434725341405,80.66063364240038,1.8504648515161417,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307140000,178.69749450683594,179.80999755859375,178.2100067138672,179.4001007080078,179.4001007080078,4504231,179.40040588378906,182.48468353668238,50.78659401678674,97.53659289781818,89.71979591043635,1.8254174508371839,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307143000,179.40040588378906,180.0399932861328,179.25999450683594,179.71499633789062,179.71499633789062,5245797,179.71499633789062,182.37606835241604,51.978730362665196,97.53659289781818,95.30251101635014,1.7208755836831529,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307150000,179.71499633789062,179.71499633789062,178.75999450683594,179.01800537109375,179.01800537109375,4464290,179.00999450683594,182.24437960805045,49.141243574764175,94.658652649743,96.57727948179313,1.6442882084203063,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240307153000,179.00999450683594,179.6699981689453,178.49000549316406,178.57000732421875,178.57000732421875,6176931,181.5,182.10028657731195,47.351957538009835,85.94911402824509,92.71478652526874,1.5978586551564007,32,50,,0.014884713303841765,31,50,,0.2907203873744733,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240308093000,181.5,182.72999572753906,179.2100067138672,180.20269775390625,180.20269775390625,16094285,180.1999969482422,182.02587132933525,53.93487346341653,85.94911402824509,88.8522935687444,1.854071629972792,50,50,182.72999572753906,0.0,50,50,53.93487346341653,0.0,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240308100000,180.1999969482422,180.38040161132812,177.6999969482422,179.01499938964844,179.01499938964844,9858920,179.03500366210938,181.90779791993577,49.123062983120036,82.65694043344341,84.85172282997786,1.9367049332841066,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240308103000,179.03500366210938,179.22999572753906,175.58999633789062,175.67990112304688,175.67990112304688,10302150,175.6522979736328,181.66356667299897,38.68597099630963,58.03314572160798,75.54640006109882,2.1070343789205395,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,37,54,,0.005757052490323143,36,53,,0.08277352137057706,0,0,0,0
20240308110000,175.6522979736328,176.25990295410156,174.77000427246094,175.05999755859375,175.05999755859375,7936660,175.07000732421875,181.40460317831642,37.10778116246144,24.699812388274644,55.12996618110867,2.045320809192548,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,37,54,,0.005757052490323143,53,53,37.10778116246144,0.0,0,0,0,0
20240308113000,175.07000732421875,176.70989990234375,174.6999969482422,176.44000244140625,176.44000244140625,5936807,176.4499969482422,181.20991295333954,42.71077164921221,11.099145723932253,31.277367944604958,2.041779023683449,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,54,54,174.6999969482422,0.0,53,76,,-0.041923351151944434,0,0,0,0
20240308120000,176.4499969482422,176.8199005126953,175.4510040283203,176.25,176.25,4390832,176.27000427246094,181.0154065630125,42.15393940375653,21.095244378498325,18.964734163568405,1.9744907697526042,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,54,63,,0.0006302657343927783,53,76,,-0.041923351151944434,0,1,0,0
20240308123000,176.27000427246094,176.30499267578125,175.14999389648438,175.36529541015625,175.36529541015625,3449144,175.3699951171875,180.79383357662599,39.56723700564693,25.967260290294508,19.387216797575025,1.8925415707070314,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,54,63,,0.0006302657343927783,53,76,,-0.041923351151944434,0,1,0,0
20240308130000,175.3699951171875,176.33999633789062,175.2100067138672,176.07000732421875,176.07000732421875,3163774,176.0500030517578,180.60858548829628,42.589271210796404,25.726576128026597,24.26302693227314,1.816286376038672,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,54,63,,0.0006302657343927783,53,76,,-0.041923351151944434,0,1,0,0
20240308133000,176.0500030517578,176.24000549316406,174.89999389648438,175.4600067138672,175.4600067138672,3765553,175.47999572753906,180.40668043831866,40.692376113975456,22.831317966087912,24.841718128136336,1.7686588981027735,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,54,63,,0.0006302657343927783,53,76,,-0.041923351151944434,0,1,0,0
20240308140000,175.47999572753906,175.88999938964844,175.1999969482422,175.47999572753906,175.47999572753906,3260072,175.47000122070312,180.2134771163273,40.78544774700022,25.244511165810923,24.600801753308474,1.660793252433121,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,54,63,,0.0006302657343927783,53,76,,-0.041923351151944434,0,1,0,0
20240308143000,175.47000122070312,176.8000030517578,175.47000122070312,176.2100067138672,176.2100067138672,3978219,176.1999969482422,180.05647827701515,44.227740206312546,28.490207582462272,25.522012238120368,1.6277141102952775,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,54,63,,0.0006302657343927783,53,76,,-0.041923351151944434,0,1,0,0
20240308150000,176.1999969482422,176.49000549316406,175.50999450683594,175.60000610351562,175.60000610351562,3776279,175.61000061035156,179.8817146623681,42.02909616471665,31.138159719872093,28.29095948938176,1.5629437978985623,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,54,63,,0.0006302657343927783,53,76,,-0.041923351151944434,0,1,0,0
20240308153000,175.61000061035156,176.17999267578125,175.0399932861328,175.33999633789062,175.33999633789062,6098503,175.0,179.7036080614082,41.09141468089207,31.744259550667948,30.4575422843341,1.5206493570735498,50,64,,0.0007661543967701102,50,63,,0.17038307962923666,54,63,,0.0006302657343927783,53,76,,-0.041923351151944434,0,1,0,0
20240311093000,175.0,182.38999938964844,174.8101043701172,181.80599975585938,181.80599975585938,20783868,181.8300018310547,179.78605479452395,63.12446330352663,50.973434905685586,37.95195139207521,2.1265739233193197,50,64,,0.0007661543967701102,63,63,63.12446330352663,0.0,63,63,174.8101043701172,0.0,53,76,,-0.041923351151944434,0,0,0,0
20240311100000,181.8300018310547,182.8699951171875,178.91000366210938,179.8800048828125,179.8800048828125,11885442,179.889892578125,179.78973911171173,56.36225923242437,65.89404217012522,49.537245542159575,2.3099156764952005,64,64,182.8699951171875,0.0,63,71,,-0.1335499408049255,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311103000,179.889892578125,180.60000610351562,178.14999389648438,178.81500244140625,178.81500244140625,7747335,178.8000030517578,179.75151414424877,52.98237257662921,78.34172358291394,65.06973355290825,2.3239253295488056,64,72,,-0.017990886279755765,63,71,,-0.1335499408049255,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311110000,178.8000030517578,178.99000549316406,177.85000610351562,177.88499450683594,177.88499450683594,4774951,177.88800048828125,179.6783172957228,50.15397882272868,61.72355988513647,68.65310854605853,2.205532735558769,64,72,,-0.017990886279755765,63,71,,-0.1335499408049255,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311113000,177.88800048828125,178.57000732421875,177.11000061035156,178.16940307617188,178.16940307617188,5496056,178.16000366210938,179.61914418907372,51.01519184074689,53.25294713469951,64.43941020091664,2.1309801333896106,64,72,,-0.017990886279755765,63,71,,-0.1335499408049255,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311120000,178.16000366210938,178.9499969482422,177.6300048828125,178.5050048828125,178.5050048828125,4278886,178.52000427246094,179.57545245157328,52.06757949516565,50.60186611642038,55.19279104541878,2.049881326593618,64,72,,-0.017990886279755765,63,71,,-0.1335499408049255,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311123000,178.52000427246094,179.08990478515625,178.0,178.8179931640625,178.8179931640625,3916384,178.8300018310547,179.54574816578855,53.07999971396278,53.00717432978128,52.28732919363372,1.9538836724498811,64,72,,-0.017990886279755765,63,71,,-0.1335499408049255,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311130000,178.8300018310547,179.0500030517578,177.89999389648438,178.91009521484375,178.91009521484375,3894107,178.9207000732422,179.52082059908483,53.391973476088324,55.67956526620156,53.0962019041344,1.8734962207322368,64,72,,-0.017990886279755765,63,71,,-0.1335499408049255,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311133000,178.9207000732422,179.42999267578125,178.5,179.27980041503906,179.27980041503906,3576009,179.27000427246094,179.51136882716148,54.69419496599796,58.79789170777641,55.8282104345864,1.779145866237138,64,72,,-0.017990886279755765,71,71,54.69419496599796,0.0,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311140000,179.27000427246094,179.5800018310547,179.10000610351562,179.10049438476562,179.10049438476562,2704237,179.110107421875,179.49525610393027,53.90751609734558,59.25760875321598,57.91168857573131,1.6492308523673305,72,72,179.5800018310547,0.0,71,79,,-0.03567740659521303,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311143000,179.110107421875,179.1300048828125,178.4499969482422,178.66000366210938,178.66000366210938,2751028,178.66000366210938,179.46250110621182,51.931398340100564,56.786012720112,58.280504393701456,1.5523085605876286,72,86,,-0.0008353332984959158,71,79,,-0.03567740659521303,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311150000,178.66000366210938,178.66000366210938,176.69000244140625,176.72999572753906,176.72999572753906,4063164,176.75,179.35534403253837,44.27342828349403,40.79377803177359,52.27913316836719,1.5940778265991782,72,86,,-0.0008353332984959158,71,79,,-0.03567740659521303,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240311153000,176.75,177.89999389648438,176.52000427246094,177.8300018310547,177.8300018310547,6912466,177.77000427246094,179.2955266913037,48.89869051214895,33.02504564384568,43.53494546524376,1.5726690063416042,72,86,,-0.0008353332984959158,71,79,,-0.03567740659521303,63,76,,-0.013729235869523945,53,76,,-0.041923351151944434,0,0,0,0
20240312093000,177.77000427246094,177.9600067138672,172.41009521484375,173.2100067138672,173.2100067138672,21140310,173.24989318847656,179.0568788490513,35.55209862231806,16.625463596489524,30.14809575736959,1.9703932556097876,72,86,,-0.0008353332984959158,71,79,,-0.03567740659521303,76,76,172.41009521484375,0.0,76,76,35.55209862231806,0.0,0,0,0,0
20240312100000,173.24989318847656,175.47999572753906,172.6199951171875,175.29989624023438,175.29989624023438,10724629,175.3000030517578,178.90954619772512,43.115752787587844,23.926784931501473,24.525764723945553,2.0593539910839653,72,86,,-0.0008353332984959158,71,79,,-0.03567740659521303,76,91,,-0.010498742020138297,76,91,,-0.14415615939255869,0,0,0,0
20240312103000,175.3000030517578,177.3498992919922,174.83999633789062,177.01019287109375,177.01019287109375,8208021,177.02000427246094,178.8350617535435,48.4478989705792,34.571588650617905,25.041279059536294,2.104408887385725,72,86,,-0.0008353332984959158,71,79,,-0.03567740659521303,76,91,,-0.010498742020138297,76,91,,-0.14415615939255869,0,0,0,0
20240312110000,177.02000427246094,178.77999877929688,176.61000061035156,178.5500030517578,178.5500030517578,7209446,178.5679931640625,178.82388298092445,52.742847933798195,64.50691896978287,41.00176418396741,2.1109678155416836,72,86,,-0.0008353332984959158,79,79,52.742847933798195,0.0,76,91,,-0.010498742020138297,76,91,,-0.14415615939255869,0,0,0,0
20240312113000,178.5679931640625,178.7198944091797,176.75999450683594,178.19430541992188,178.19430541992188,6759291,178.2050018310547,178.7991936648067,51.67190922419592,80.46203409843176,59.84684723961084,2.0958610242218905,72,86,,-0.0008353332984959158,79,87,,0.035622605221205805,76,91,,-0.010498742020138297,76,91,,-0.14415615939255869,0,0,0,1
20240312120000,178.2050018310547,179.0800018310547,177.9199981689453,178.11000061035156,178.11000061035156,4882223,178.11000061035156,178.7721664862006,51.40548936200789,85.61227180546881,76.86040829122781,2.002275288010639,72,86,,-0.0008353332984959158,79,87,,0.035622605221205805,76,91,,-0.010498742020138297,76,91,,-0.14415615939255869,0,0,0,1
20240312123000,178.11000061035156,178.1999969482422,176.8300018310547,177.30990600585938,177.30990600585938,4048234,177.28880310058594,178.71482293795194,48.83218069310043,78.802381585009,81.62556249630317,1.939047270928325,72,86,,-0.0008353332984959158,79,87,,0.035622605221205805,76,91,,-0.010498742020138297,76,91,,-0.14415615939255869,0,0,0,1
20240312130000,177.28880310058594,178.1199951171875,176.8300018310547,178.10459899902344,178.10459899902344,3767419,178.1199951171875,178.69089258740573,51.432751088613735,78.38592051880129,80.93352463642636,1.8741418724487737,72,86,,-0.0008353332984959158,79,87,,0.035622605221205805,76,91,,-0.010498742020138297,76,91,,-0.14415615939255869,0,0,0,1
